stop_id,stop_src_id
B_725,"['996EC6B4E40A2E4A', '3500D60BFEFFF7BC', '003133']"
B_9531,"['36348FA62122EA3C', '802F7427CE9492AB', 'BDC2CE95D0E17000', 'D2EA32ACC919A9EA', 'B93E7E45080413AC']"
B_9537,"['E3B77FDA167AE325', '6A24FDC5EF64C20A']"
B_9540,"['3C9E0D9FBEA28AC6', '7F405508C257705F']"
B_9496,['DC28E30AF099D339']
B_9491,"['95A8334E0385A5E7', 'FDBDDCF779540C82', 'BA4CD6F5C93BB59E', '3CB45560769AA11A']"
B_9484,"['4A68E282FEB3DAED', '4173C3AEE8B6F33E']"
B_13176,"['324EF7E116289941', '003577']"
B_9892,"['B10F5697E4DA810B', '01B4E1C4514C35E2', '002062']"
B_12395,"['63DF37D89C356A04', '425A05E37D050F0D', '002073']"
B_13175,['6E460327848C5225']
B_9612,"['2D33D39F61B74C5D', 'CA8554613AAA6C49', '1F934873940D1F49', 'CA793BE80FF68AE2', '4F936D92E963B126', 'F9475B6C5F5B9C21']"
B_9481,"['558D298696B57A4D', '6ED65F69CDBFDEB6', 'CD9E21CA712C9F96']"
B_9539,['68758E936DF9B173']
B_9530,['EC14900F4BD3744B']
B_9849,"['33D5CDFE9FBE56A1', '7B966B22D0464566', '77FB32597CCD30F5', '896148008606A47A']"
B_13005,"['3199543D3AE70527', '66C1F17901E91CD9', '003350']"
B_8205,"['E70EDF92FE8553E2', '99A3962003285776', '21AFFFF707224831', 'D0F535009C53F787']"
B_13169,"['99D25E17B32126B4', 'A147FDE0CFB7A60D']"
B_9952,"['14157BA5C06B0B6B', '6A4B371546D489BF', '7B93AB79165E79E6']"
B_30063,['21BC36A2065CB667']
B_30064,['0D005977F208D030']
B_12707,"['0CF8C59B80E70369', 'F7CDF51B3184DEC6', 'E5CD4F98F31F239C']"
B_9982,"['72B24F5DD57E3AE3', 'F05E718C02104BAC', 'FB45F1DF1EDB66FB', '76DD0B50D30CF140', 'D921F140F4006272', '29218693F28C0ABD', '0CF8C59B80E70369']"
B_9957,"['CCBBE2779B1765C4', 'F63C4B8B958E9830', 'AC935792C88AF135', 'B802C4681F58E3E2', '135', '605B05317A40A2A4']"
B_9966,"['0E2B8E1D544C6889', '1B0FD9C27F5FE0BE', '1DBADE3376C4149E', '137', 'D8F0A3AD8E765CE0']"
B_9968,"['A010FE2C473103A8', '61130BDD0AFFBA86', '138', '6723518D536070AB']"
B_12503,"['70FEB409760C77EE', '147195048B687121', '139', '0CF8C59B80E70369']"
B_9972,"['1C0A89BD67A4CFF0', 'ADD19B88AA8E99DC', '76DD0B50D30CF140']"
B_12362,['6723518D536070AB']
B_12399,"['F7EA40235ECCBA38', 'FB45B8223CB9312F', 'FF39B95C2931B8A1', '334A391D9FD2C201']"
B_9971,"['E0E2097354500456', '621C6671C9A2EDD0', '2467F89DA6BF9E14', '72B24F5DD57E3AE3']"
B_12421,"['6A435795576D92E8', 'E0E2097354500456', '157']"
B_9964,"['22D525468860D203', '4EE417C5EF5FEF4E', '48FBCEF0B05599F8', '6A435795576D92E8', '158']"
B_12363,"['53AC50E46ABDA85B', '0C943B7308FF4DCC', '5CE91F113D08B843', '723EF8D7809D3ADB', '4E2EC89B41600D7E', '9FB710B737A32C3A', '51BD0FD05C62F3F4']"
B_9889,"['1BE574CAE40EFF17', '213CF009551C7C39', '002669']"
B_10342,"['797CC0222B9EFBEF', '003481']"
B_12415,"['308112BE50081258', '5AF9ADB51A9F2C51', '002667']"
B_1253,"['7A37046C302EFBEE', 'DFC270E9F05B557E', '0AE307AC4840B867', 'AA92A3F2775F4F69', '002003', '1A52AD7D8F64311F', '8370DDFF896AC3E0', '164']"
B_1260,"['080EF1BEA737A5D3', 'C052B4D46E1F48EA', 'F24C06FAF6EE076F', '001991', '205']"
B_1261,"['AFB9321F7CD2C2E4', '775642281FBFE336', '001992', '206']"
B_1262,"['7898B605E39613A8', 'B85641FDDED22352', '001998', 'FC694A81026FF0D1', '168']"
B_1263,"['CB853E4BCBB13F30', '0BC0F64B076ED373', '4BE4E6D4F5A06A51', '8C8037479F88F500', '002001', '169']"
B_9895,"['A12E1F37C7D98567', '5DE9BD1D773946A0', 'C20316E552E64387', 'C9EE59A0517F9BCB', '002153', '71C5FC4FF2FDE0CA']"
B_9019,"['10D3BDFDB1B2A43E', '95BC0F9FBDCCC62B', 'ED18A55B2C83BAD2', '0389A57B9FCD3AB5', '8FFE414EC5D76825', '127', '58A2321139358155', '2A35C305E68FCD65', '12C9A74EEAE58238', 'B452F1514B4FEE40']"
B_12621,"['4639CEC8D4B587C7', 'E8B7C87A62BA0EB0', '003541']"
B_30023,"['71C5FC4FF2FDE0CA', '4639CEC8D4B587C7', 'EF0567DCF0D20204']"
B_12622,"['EE642EBB8CAD513D', '241BD0C151A1B393']"
B_13238,"['A856593C105D479B', 'DCA166B0A16656DD']"
B_9874,"['5F616585205DDDF9', '003438', '144']"
B_9877,"['147D513A708AA741', '003439', '143']"
B_12905,"['B88640E0CA83F12C', '003440', '155']"
B_9881,"['A8482B15AD6E89A3', '003441', '156']"
B_20005,"['5A7002CB1DBD5B96', '8366B8BB0703BB8C']"
B_30028,"['BA60686E2E81F573', 'D1167DB184405152', '9023D76FFC026362', '087B8E4687A0872B']"
B_30029,['93933C15FFC9F4CC']
B_985,"['B9270C10E51D95F4', '94AB6A106FC79817', '6FE6F7EBD604054A', '84BAF05C529889BB', '582E6E50ED66EB11', '05EE261A65F9B7ED', 'CF2FE4F019F51438', '05D5B529DB497B99', 'CCA2F903BFE60A31', 'D9111A160E3787AB', '2132577767F0056D', '61BA8F7170CDFFD5', '5E63913862E61D96', '5B83FA1E5DE547E6', 'FED9D9183EFFF2F6', '04EA3349BDD260C8', '197315C40E767929', '002046', '9CCAA319B4354EC6']"
B_13150,['D507B4722D750F5A']
B_6141,"['7377B802B9C37904', '588AC7E77A3E3DB6']"
B_9891,"['D834EE67780F47CD', '430C6E88A93B42DE', '65181866025B5605', 'BAEBBB4F688A59D4']"
B_12414,"['6D4E7B9D5F9584E7', 'D7F4AE9D52F68682', '002076']"
B_9890,"['5D9E516680412A3E', '073FDD804B77DE09', '002074']"
B_9969,"['BCC6E5BA6810FED6', 'F6282DDA0B14F96A']"
B_6143,"['4E56DD827C1F571A', '8EFA13840D1272E8', '9E3D2E34F849E298', '1179478DCE94A5C6', '003563', '7012718FDFC57D32']"
B_9958,"['78AD2432201EF5EE', '43E5D3A445382F82', 'F8DED1E04A074504', '136', '74C51A8A3D783F40']"
B_9962,"['D9CE618F99BAC2B6', '8BE58FAD7E9C94C7', '1B0FD9C27F5FE0BE']"
B_9897,"['A264A7BA921EEE6E', '378A33FE9A4089DF', '002154']"
B_12709,"['ABE1BADF8D43CB24', '002000', '86C5B251AF5F68BF', '521ACE041201135C']"
B_1249,"['6A90A40248059768', 'DAC9F4035C02B5B2', '001999', '172']"
B_1250,"['48D55BCE2E97E1DE', '6174C11305616FCA', '167', '001993']"
B_1251,"['FBBF4EB577663A13', '1C49FFB3352144AC', '166', '001994']"
B_9548,"['8C87D5196ECC1057', 'DB91BE349DC15226']"
B_9544,['044D07048F45F915']
B_9542,['6E6EBC9D1AF2DA52']
B_12495,"['498C8934EAACBE51', '002666', '03FC9E0BC770B677', '1DAF9282E63CDEC2']"
B_9541,['952DD8539E6DAC75']
B_9543,['E3AB394138EDE467']
B_9546,['F275A85A9CF9BBC4']
B_13085,['656B4BCCDC618419']
B_12908,"['537F93CCE45CB56F', '2C8B075910172B5A', '001989']"
B_12928,"['98927BE83CD53CC3', '174', '610F737B04D534D9']"
B_1016,"['A0AB9A2B2D648FF5', '001743']"
B_8252,"['616FE33CD20DB62E', '484F835517494767', '001744']"
B_1017,"['E308599CF719FE37', '001745']"
B_8226,"['B5CB3F0D26BBBD03', '001474']"
B_1125,"['484F835517494767', '616FE33CD20DB62E', '001722', '62F953A6FC5652BE', '581AAE2C80571C37']"
B_1284,"['4E0D4AA802766AA3', '691550E17EAE9D00', 'B390D5F9AC9CF57B', '001590', '65194DB76048113F', 'E1EC10CCBB722DA4', 'E74C9012605BA534']"
B_966a,"['DAE7B6CB56131B50', '4A38244491180BF7', '8000ABB2A7252841']"
B_4232,"['5419928D472EAD8D', '003150']"
B_12497,"['D887822D673804CA', '811D4A91C1134CEA', '001829']"
B_10335,"['7B9D5D0407DB14D3', '003823']"
B_10336,"['BF4620B0CD0B9D45', '003824']"
B_6521,"['12DC09C113E1C873', 'E057FE733052DDD7', 'E960E8842F9C633D', '1AB800949FF1203B', '0132863D9F66CE6B', 'D44F9DCC71251889', '3507E8093162DCE7', '307AF4D72FFE9B6E']"
B_12880,"['F8D7946AFDBA377E', '4EB92F34598243DB', '583E102838FA4D0A', '42B28B8C4C1227A3', 'B32FA6CD250F0F6B', '98EBAB9468C80DD2']"
B_13184,"['FD8181D7574BB373', '673B33867260EBB7', '9A26BDE49933CEA8', 'F3433105FE5F6865', '003671', '480DB16994F8FFEE']"
B_6625,"['CF0C67920B22ED62', 'E0DFAE50EDDD2AAF', '65E5446D6E45180A', '81657B3B0CB3D4C0', '4A35BB617F75F41D', 'C22372B9DAD0859C', 'F95704C1ED9C54BF', '3AC5928F73EE8668', '6E5347AB1990F94D', '3CB6A251AF97098B', '001951', '940F276037968281', 'C799751FDFCE292E', 'DB3AB8615B901D80', 'B360C922B3B180C9', '7CA480A59A2F904E', '6883840CF48EFF58', '4EB92F34598243DB', '60AEF6D3AA7AAC41']"
B_6595,"['98EBAB9468C80DD2', '9B0A34A1BF585BC4', '003379', '6DD6B837EF1FA76C']"
B_6594,"['6DD6B837EF1FA76C', 'CA1317F5A0B8A8B2', 'E6D6D7CFDE4D90CF', '003380', 'AFD29CB1A4F71AB9']"
B_6590,"['AFD29CB1A4F71AB9', '6D5E2E6961E35A90', '003381', '60952B4A38F3D82E']"
B_6588,"['60952B4A38F3D82E', '65ECD19EFD09FB74', '04B317AD8A324627', '003382', '0AAF9F132CE224F0', 'D67917549F3DC8A3']"
B_6583,"['0E41E02CD9055626', 'D67917549F3DC8A3', '071AEC9DBAFB7032', '003383', 'EE81A30BE4BDC8AC']"
B_6578,"['EE81A30BE4BDC8AC', '6633B4885C8A3EE7', '1B3543ED95A64338', '003384', 'D2C1454B663392C9']"
B_6585,"['F129DD8D9E3268FB', '8237ED597A8A948B', 'CA9E9870D7B2FF36', 'F7D40D08CB05EA87', 'D4C4D9175A19C230', 'DF246F9F07691C22', 'F8446E87636522E1', '003385', '3CAE3C9F0D263D94', '9AD79D5854941F81', '5CB1BDF367F1989F']"
B_6584,"['D0FB28B8EED62431', 'FA7A3D77713061E9', '2129B2A72F881300', '923E5B79E1B48739', 'B763C84D964B44BA', '003373']"
B_6579,"['FA52803E2628A212', '4CA5DEBCC576E371', '003386']"
B_30008,"['E6022594DB48E35B', 'D2C1454B663392C9', 'CACE8456C1A48D50', '84AF6F0ACA61386F', '003810', '30D564180B68ECA8']"
B_9096,"['5A0D9C9441ED6AC5', '001777']"
B_9050,"['9BF9C994F2DAE15D', '001692']"
B_9073,"['14DDE929D10FE4B7', 'E646EC930A1E8458', '4EB50AEDC57BF889', '001585', '75004E87386729D7']"
B_1331,"['2F165341B07CBDB9', '001481']"
B_13310,"['DD161A7AB0D39192', '001586', '89A8085A1605FDB4']"
B_6580,"['14BDB94A8F3ED3EC', '353E3CFF9A54BF67', '003372']"
B_6589,"['C7120BD9A94B4F6A', 'B6C477D285ABC122', '003374', '9D388587636920DA']"
B_6591,"['825199DC3BC0C5A3', '861F3C638550D22F', '003375']"
B_6592,"['A8F178C255CF9783', 'EBA831318619FA07', '1E74023B27721B91', '4F57E2979AF3928D']"
B_6593,"['ADB9356BBF06F7C7', 'C714D6DAAC9C9719', '003376']"
B_6596,"['8E3F5AE0A97053F9', 'D6ACD5E94F9E6DED', '003377']"
B_6623,['FC6CB9607D36FBD7']
B_6618,['A67D189D438E1534']
B_6616,"['B986375ED4762DA9', '26AEBA11CA6347CC']"
B_6613,"['A7C1A969F48B62C0', '003722']"
B_12935,['D3E18D04B69DF388']
B_6615,['DE9F24A5FF5A89E9']
B_20,['1A900DC34DE206FD']
B_17,['11B894BF379B1BFC']
B_6572,['37E653F1DC727EB2']
B_6570,['CB295B56D3762A1F']
B_6569,['F8B3E5A11921AD1B']
B_6567,['C66CDE62B5AEB8DA']
B_6565,['832EFD8F5165814E']
B_6684,['F7670D87C1847D31']
B_10272,"['56F79FB1FC157E22', '003248', '442F0B8C94311306']"
B_6290,"['95B249916F323BD4', '003249']"
B_880,"['45628FA7B8D7C5D2', '4249ED0CD65130CC', 'B83F3546C41A5114']"
B_6274,"['F7DD5A5E7E4D41C9', 'CB7FA5CF40D4413A']"
B_6265,"['3FD481FB9B9DC36C', '87F2B57F6457C6CA', '002024', 'A6D60802BD8DDED0']"
B_883,"['062FFE8F1560E8A4', '12E4BAFA2B73435B', 'EE212E6FD5124813', '002025']"
B_4223,"['DF9E89A391CAC245', '2431FF3100478DEE', '001622']"
B_768,"['657E5836BC932790', 'ED6FCB0422D541F5', '001623']"
B_4224,"['850F72123F644500', '330F82C1677EEC3D', '001624']"
B_728,['E6F6DEA4AC4E1E5F']
B_20019,"['58C01C52768108CC', '0C327E058835F570', 'C35DF653E02636CD', '40D067F126426DC6', 'E1DA8EB2EA9A4B3C', 'DE620CFFEE15A211', '041A140AD24C1ADB', '83C964C7AF464F05', '508D1C5BF90CE574', '003549']"
B_30005,['E6F6DEA4AC4E1E5F']
B_1278,"['F57E1173086C7A51', '001402']"
B_4233,"['F56B1C6169FFC940', '003514']"
B_4234,"['4A2B9089021412CD', '003515']"
B_4249,"['F2B574FB059E895F', 'F5ACAE2B0ACBC9AE', '051C24F9614CEDC2', '003516']"
B_782,"['141A31AE3569958B', 'E907FA24426A9FD6', '001616']"
B_4238,"['6465986EF7824816', 'A8C8FB27A0399D63', '001618']"
B_785,"['C53A00F15DC2DB20', 'F21DC659FA565E2F', '001619']"
B_4240,"['48E5A1EED91712EE', '001620']"
B_843,"['D099C45C9443AFC8', '8FE9357F36300CD7', '001621']"
B_892,"['CDB292D507E4302D', 'FC1FCC3EF8D5C544', '002017']"
B_894a,"['C55F50E43F6108EB', '05485C36CA334A81', 'CFFAEEB704CEAD14', '002018']"
B_895a,"['530F970BB56D778D', '2AEDE966C122B71E', 'DA30F5393480B81D', 'FDDA176977136CD9', '1F672A2CDE7D1F93', '002019']"
B_6284,"['BBFADA4889A61FCC', '003242', '9063A69A1F2B1410']"
B_6304,['9316961F98692D0A']
B_6299,"['67FC11E66080F9C2', 'EDDFFB9424A5582C', '23F71E4E8E32C520', 'D3EC6E5D48291437', '437924EA663F3DF6', '18624A8EBAB72722']"
B_6300,"['2CC694E5A84B05A0', '81293E4174C24FD5', '67CE6F9B4ACB8421']"
B_6306,"['5A1A5F0DEB7F8EBE', '7F712833B7A03951', 'B58772294234CF74', '1DB270D8A2092753', 'BB1C1EFC7B243D7A', 'C67CDF76A28A4E0E']"
B_879,"['7081CE830F3E9B50', '7BECB2120CD69543', '27222F0DE22582ED', 'F6DF8AEF3D30CA5C', '3DDE81FE5DB08180', '8259A9EF4DB191A6', '43531EDD45A4B0C1', '88FF15EF2E1B68A5', '89240EC55B8818BC', '2CBA3E00C7A4477A', '002021', '8C21D2D96DA6D045']"
B_12425,['6F11F73C749338DB']
B_13115,"['F19EA5A24A38C94C', '2DE55F5F52F8A3AF', 'B45CD55709BC851E', '003769']"
B_12937,"['4283F5F48ABBEBD2', 'B78076CC8F628B2B', 'C65C38558F2F978B', '9FD5C5940A1D7212', 'FB7E3001FDAB2CB1', '5B5C877D02DF4C31']"
B_881a,"['3CE4F8574F4F9D72', '42A5DBE7D21EADE3', '002023']"
B_6258,['CAD1ABCBA72CF365']
B_6263,"['C289F0DD208B531D', 'E71282C11BBF9847', '340FB0AD1BF68951', '002054']"
B_9596,"['97BB9CE7A058E809', '0A1DAEAFFDFF0B66']"
B_9595,"['9FD6AAFA1318E3D9', '3A2924B2461D053B']"
B_9591,"['03A5552B84E8214B', '066AA1A504714A20', '5F319D33896DDC93']"
B_12760,"['716D84D1B7EA256E', '83388B59A961635D', '765D48B2BF317327', 'F775411CAE162A5A', '0523E42BFCC14E7D', 'D213B1E60E14A62E', 'B37FC6600B2254B6', 'E8A145669A392955', '001969', '56982DE125174FCD', 'BE510EB6544BA616', '966267086A03D688', 'EDD3C420910A50CA', '6296109576D60CBB']"
B_13039,['3325529D981E23A1']
B_6587,['A4455CCA999A234C']
B_6574,['3C821C86ADED2B9D']
B_6586,"['3CAE3C9F0D263D94', 'E541A72F4B4CF13A']"
B_6582,['4C97BE87FBF959C4']
B_6575,['3AD4DADA5B941CF2']
B_12894,"['42AF8D1ADA2FA6C0', '64303D83BDF8C92F']"
B_8221a,"['C9A46DDC082BAEE0', '671775E6AF279B42', '0306B53F46955E3E', '9E1F0E5A57F3D3D5', '83BB162ED5F1355F']"
B_8216,"['BBDFF2D05E37EE61', 'ABF9301D1E5B52ED', '001497', '4B17C55C032D3A37']"
B_1101,"['9274EF6791CA3ED8', 'C57C924EEB5463E5', '9961C7ED914E87DD', '7BFC2AE979358DA7', '001985']"
B_896,"['6716018C3EE42733', '22A5ED4E037CA0A2', '002020']"
B_6622,['31005C82D70F6B09']
B_6628,"['F8C20FE9111D486A', '4E655B25ABAE103A']"
B_6635,"['5501654D47E432D4', '3C450B715D06675A', 'E86A26B1A389C290']"
B_6629,['4E655B25ABAE103A']
B_6621,['AD4E0E8DC8ACEFB6']
B_6631,['DF8F6AA868615D47']
B_30081,['1E3A342DF7D5B8B5']
B_1143,"['AD0B5EFA2471962C', '58584BC1AC41723C', '3B35E109EB76E70D', 'E7A8D18CC7046843', 'AB194503D9CC9465', 'F1ED37F1BA6D054F', '18F3C20116BFE83D', '003710']"
B_6614,"['C3D2BF745570F4A5', '003798']"
B_6522,"['0F3FA9B7D07A91F3', '13E97271E64C885B', '003715']"
B_6524,"['C837C3C549793472', '61F3A30772D0913C']"
B_6604,['BA995ECF3EFCA99E']
B_6603,['EDFAC4F35C0E51C7']
B_6529,"['944EC71DD1731BE0', '13568DBEFE3503A6']"
B_6523,"['BFAE1E951D3B63EC', '540B42AF095A342C']"
B_6535,"['C67060F448591E4F', '15B81103A046F072', '003725']"
B_884,"['30D564180B68ECA8', '3114213F8975F536', 'FFBEBD7068E01EA4', '001986', 'E89B2315750AB2FD']"
B_6528,"['D4A97E2A758EDC64', '07EEE519D04FFE28']"
B_12424,['4A76CDB32FA69BC6']
B_9659,"['AA1572E26F6BCA34', 'F2EDDDB17B1EA974', '5823104B79279940', 'D580682442940BB2', '708870108A511AF7', 'F6C81A30F7110D53', 'BE510EB6544BA616', 'E0908A8C2459FA0F', '003598', '0523E42BFCC14E7D', '161CE3ED0256570F']"
B_9479,"['094D2EBC017EE61A', '6A20A74A8B3F78A3']"
B_9590,['257A6E19DD7F156C']
B_9592,['28A57C043C111604']
B_9594,"['E00E92F19002ED3E', 'F82CDE4D15A43CA3']"
B_9597,['DEDD6247441C8C05']
B_6581,['B8BE5BB47B33185B']
B_6608,"['F81DACC5F39E6D53', '003817']"
B_952,"['8AF7B7AE967EA97D', '6118B186F901485A', '002004']"
B_953,"['7E50BA0974C3B983', '6246D82DAB57582A', '002005']"
B_12907,"['6E22023A7DF1B381', '003608']"
B_12385,"['AFC36FC71B4E124E', '003610']"
B_976,"['CA1C0FB0345F9675', '60D5F0433813AA06', '002006']"
B_977,"['A5E559178C9F5182', 'A78ABC54E2286C0D', '002007']"
B_4082,['92D1BB946193F239']
B_967,"['36DD78B37B828DD8', '357B7D41501CDACA']"
B_4053,"['A76BB6FCB881AF5C', 'E173F2DA030C6AAB', '001549', '3A43E432D0588F79']"
B_9076,"['136480342AAF0BD2', '77505F1651DFA82F', '7C6C443BF06FD704', '001774', 'E20D7A733ECDFA05']"
B_9080,"['32CCEDBCC9EAAA9E', '003693']"
B_6095,['CB0585244877B9B9']
B_6101,"['69E4C417312C10C0', '040A65221E2C3BF5', '003423']"
B_6104,"['EAA44CDBC231DB8C', '6FCDCBEC73F3AAF5', '667232A61C746899', 'C31623CD04CA37F0', '002083', 'D18861DD66E59F95']"
B_6100,"['75D57F5A5891A1C2', '0B3C99AFF1A837E3', '51D13DDB8EBA98AF', '003390']"
B_6094,"['03A546A0953794FA', '4C236D0FBDFDDA6E']"
B_6090,"['FF98F738E3D0FE6B', '8F78659628BA6795', '52C1ADA57FFA7DD4', '9F527C21FE33EF58', '002088']"
B_6080,"['913C39C617BFCECA', 'F4ABF71262D8C556', 'CF75BC81CDF3D411', 'EFB9F85F98113CB0', '002053']"
B_709,"['9B908B19CE774219', '896D3C4F7F91E9C9', '001943']"
B_721,"['E7133179F5800E85', '6AE1163C3BD93D0E', '45AB0EC4F195CA7A', '0ABE48106C953AC9', 'E757600B79B0B2AC', '001964']"
B_4020,"['96442B84082D4DF5', 'EDF107F1315D6805', '001565']"
B_13079,"['E5421509D8FC00AF', '0035CDF15614428C', '003491', '24F7097D1D913EC5']"
B_6114a,"['823E3EE2413E40E2', '0D56ED01EED431BC', '5759B937A26C377E', '9E03B65B407F925A', '51E6C8BD0176D660', '003079', '578C11F0F4197509']"
B_874,"['A401ECF82924D465', '548DAB3A4F71EB68', '66BF94751BD28BAD', '4039C75BB85BF238', '001965']"
B_875,"['3D5F8A471AE2AE99', 'D242CDB564D5CCA2', '4432C7295979305C', '4EB3971409B80E61', 'FCCAC3FC3C8A66E2', '001966']"
B_6073,"['AB021611E13B83E5', 'A80F6216A4A2F3BB', '149ADEC589550041', '003727']"
B_857,"['BF24F3D6A39D8D99', '45001DA558E03CF0', 'FCA7A9D99D36338B', '48BA70BC6F7488CF', '001911', 'CAE09A3D7E2BE997']"
B_858,"['4E366AF78461E12D', '4F25915A4BF459F9', '2E0FD54FCF000E13', '001912']"
B_859a,"['F91B28AE855628AF', 'BAE4DA32E5043726', '001926', 'FDA52ED538BDD5E4', 'C6A76DB999AF1213', 'AD0E19B05666A22B']"
B_6002,"['674BF383CB19E1A3', 'C7C1C12D89968698', '001927']"
B_6001,"['E34E3D48842C9B66', '001933']"
B_4231,['FE56DD70DEDE0395']
B_718,"['2E3E7DAAB79A1662', '950849C4FBC31A32']"
B_6000,"['45D0CFA28B3FEFE5', '001932']"
B_845,"['B8E2647E9C5019C9', '001924', 'F6E2F51B9F92CCE0']"
B_6014,"['5EAE23D8DC3A7121', '003551', '95C43FF4684FCADA', 'E1FF74B455D86144']"
B_6011,"['1090DE5141A16845', '048D6486FD28B9F4', 'AF020613AEB25447', '09AC1B6D147CA643', 'BC139F292AC087EA']"
B_6007,"['CA5AEC11C96BA678', '003554', '59873477A008D101']"
B_6017,"['BE4CE56A7102816E', 'F000F70B07474BD2', '003555']"
B_6042a,"['A66159E033DDEA04', '156FFE36D7D42EFE', '0390D5DEEEC05A7B', '001908']"
B_868,"['453ABA7E5B17D60A', 'C92E80A5D7E0E8EC', '65F5585B72A99D7F', '001909']"
B_6049,['B818259F753A3BE2']
B_6047,"['7E77D3AF01660426', '6EA80E205DBCBFB5', 'E43D7EE404F2F7AC', '37081D4663FE178E']"
B_6046,"['29A3E07CD93FD350', '88AE674DD492F5CF']"
B_6050,"['719A125609437E11', 'F139E189918C1F86']"
B_6041a,"['9ADE07CC443E4ACE', 'A004B076CFBD733C', '4F09976CA4CF80C9']"
B_6015a,"['2E299F1E89BC57CE', '2A72F4041A7E6783', 'FC48D23E87345ABF', '003099']"
B_6018,"['4E90B7D1DC654B0A', '9C117FB6B6590825', '829C1171F750F675', '003100']"
B_12896,"['5FB8DC89C84A7F2B', '6134166F9BD67294', '003101']"
B_6009,"['DCB96F7AF6EC5EE7', '1D13B640481F4CD1', '715C285A167B88DD', '003103']"
B_6003,"['FF9F7715ECEDAC41', 'AC2A4AB84E52364C', '003104']"
B_6013,"['8775AFC1C836C39F', '99D2D097C44A98D0', 'A5C1234F60BBF1EB', 'F3D3D5E7F698B748', '003105']"
B_9128,"['6652A2FE695AD8C2', '001457']"
B_1092,"['96B1EEEF3B7B29A0', 'F1F906098E7C35E9', '8FA84681B967B3E2', '002026', 'C8ED5EC0CD6C1A6F']"
B_6157,"['496BF5ECB5F376CB', '76A5F0AF87C0AA2C', '03354DBC3AD86BAC', '5EDA0C1BE5CE95CF', '002042']"
B_1095,"['A07D2012213FC19D', '96B7D7C8DF39E707', '8C52C44C69CEEA51', '424003F7939E9F01', '002043', 'D878C13F6163EB8A']"
B_12499,"['8019E4CBB686CD25', 'D9328F386A03DC36', '96012665619E0B98', '4EFF1135BD93EE9E', '002155']"
B_1096,"['ECE98AAA81373891', '6E89147F6697E490', 'C234CA2FB1299922', 'F88D7720B4F389B0', '002044']"
B_1097,"['BF4622C022F17E9D', '2CC81AE9D0A0E668', 'BDC2B3601964F0DD', 'F456DF523BCC5C21', 'FA141FB0FF048F32', '002045']"
B_1098,"['F508350699744D24', '9EAC85DD5495DB6F', '36D7B643B6B5680A', 'C81CBD93FB2B5C60', '7FDBE1ABD7231657', 'FBE33E1EA7BA6051', '002027', 'D2C5873747260F13']"
B_6117,"['34740DD5ABC36F12', '4A3D71FFAB41B756', 'DCDF76EA791EDED7', '002028']"
B_1100,"['25E1BAE2C272ED4C', 'A78292AA77A277A7', '6E2A182F0DD98D48', '002029']"
B_986,"['9179E2F718D0F436', 'D137ADD65D333E0B', '225D34B4D891AFB1', '002047']"
B_6111,"['91481C9100917BA7', '145AA374D8CB7123', '727AA8B21AB74300', '003731']"
B_6112,"['54275D88AD8679D4', '4E7624E310A2FF44']"
B_6115,['1BA4DE8405BB97BB']
B_6175,"['91326B089261EF3B', '1D99BD02B9B45429', '001950', '15FF958BE6921BAA', '7005EE5654387B8A', 'BA6D9F93E62B8075', '41E806B7927291BE']"
B_6159,"['0CAB5EE71EF19B76', '2B7E8054D4A2CBA7', '8D41766A525C128D']"
B_1146,"['0A22872F65392B48', '7BE7C25016F9651E', '53889000AA9C33E2', '0B41334D66E94275', '10B8C166D8E60F65', 'D7132C4D6287B688', '6F817E994CAF7928', '001526', 'F48CA8BC4044E42A']"
B_6116,"['16A7F2C343AA6DE6', '33A4BFE372C06BA8', '04543155BFC77A1B', '002064']"
B_6118,"['4B0E21EDF07F9C83', 'B8BBCCA288E1F862', '6F03E19C5E800893', '002065']"
B_6119,"['1CF4AE2F7045B848', 'A930EDA042B0F47A', 'C06124A5A06361AD', '002066']"
B_6152,"['0C44F4B0A1D12636', '11A1533C3B63F3E4', 'B86B05AB0F82C94E', '002067']"
B_6153,"['1BD5318E1C647F83', 'AC515BE42D6D6CBC', '002068']"
B_10284,"['651489E8C0A626A1', 'CE813C1E1A72C7B0', '002069']"
B_6156,"['F489213E82621D3F', '297B262BF8D00544', '002070']"
B_6158,"['31DA09E74ABD87CD', 'A6424D59E135C4EC', '002071']"
B_1103,"['B31E6B9D8E5B4493', '040478A068F3E0EB', '001949']"
B_1104,"['0D0D7E774E1C1575', '001944']"
B_12748,['708513C4DCB8EE4E']
B_846,"['AAECA769A84E2372', 'A58C8BBBEC70CEC0', '001925', 'B11E10F012C57433']"
B_13037,"['A88D8F59960E3B4C', 'F01D5D94B03AA8A2']"
B_6040,"['BE58B5A4B0E76EF7', '1B89F83BD1FC3F74', 'A3647D99DA65BA96', '1983BD4319FB2713', '003556']"
B_9094,"['7B3074F34B2D6D01', '002855']"
B_9102,"['98AB21EAFF27FE09', '002856']"
B_203,"['C24D0D91E47E942E', '001635', '099E9950742D6414']"
B_13080,"['363957ECE0924AC4', 'B22D53E1FE805F7A', '003771']"
B_13201,"['6DE243D2C36B9C6A', '003557']"
